100	717.58014
100.99532	739.95197
101.99063	708.74261
102.98595	713.49127
103.98126	716.8559
104.97658	716.13739
105.97189	728.96698
106.96722	709.29553
107.96253	710.17664
108.95785	713.1936
109.95316	704.38788
110.94848	706.03827
111.94379	719.72522
112.93911	723.15918
113.93443	716.9541
114.92974	715.4552
115.92506	713.01508
116.92037	709.74591
117.91569	707.28528
118.91101	702.77649
119.90633	704.95801
120.90164	719.94482
121.89696	717.99017
122.89227	703.8446
123.88759	704.87592
124.8829	698.6098
125.87822	696.9256
126.87354	688.95001
127.86885	672.46014
128.86417	676.04138
129.85948	668.01984
130.8548	666.99219
131.85011	670.41998
132.84543	664.08807
133.84074	628.75397
134.83606	626.05267
135.83138	636.32416
136.82669	634.39093
137.82202	619.69904
138.81734	628.03369
139.81265	625.7948
140.80797	616.75848
141.80328	610.62616
142.7986	616.3454
143.79391	614.56744
144.78923	613.16919
145.78455	615.25629
146.77986	602.65454
147.77518	620.63611
148.77049	619.37567
149.76581	606.3764
150.76112	605.06354
151.75644	609.75555
152.75175	600.15741
153.74707	584.83765
154.74239	569.85114
155.7377	577.97052
156.73302	582.55743
157.72833	578.0047
158.72365	577.9259
159.71896	592.78558
160.71428	581.40839
161.70959	581.98523
162.70493	584.19806
163.70024	582.37592
164.69556	565.48895
165.69087	572.59149
166.68619	584.15808
167.6815	584.33368
168.67682	573.5047
169.67213	576.95374
170.66745	561.53918
171.66277	568.27692
172.65808	577.99231
173.6534	564.33453
174.64871	571.8584
175.64403	570.79163
176.63934	566.90491
177.63466	570.94495
178.62997	567.48688
179.62529	581.26746
180.62061	574.65887
181.61592	571.41418
182.61124	583.73273
183.60655	577.33771
184.60187	565.64923
185.59718	566.48468
186.5925	572.44525
187.58783	558.38751
188.58315	569.91211
189.57846	577.53284
190.57378	574.77875
191.56909	564.77881
192.56441	574.88208
193.55972	563.48273
194.55504	569.89673
195.55035	580.60803
196.54567	578.55975
197.54099	583.94788
198.5363	595.09521
199.53162	589.91461
200.52693	576.99017
201.52225	581.68604
202.51756	584.93451
203.51288	580.13507
204.50819	578.60052
205.50351	585.43011
206.49883	590.11029
207.49414	584.2171
208.48946	589.44586
209.48477	598.16974
210.48009	594.17139
211.4754	595.21698
212.47072	595.73041
213.46605	595.13464
214.46136	596.87689
215.45668	589.51813
216.452	613.16193
217.44731	609.40625
218.44263	600.4071
219.43794	592.59662
220.43326	588.75458
221.42857	600.52789
222.42389	599.80859
223.4192	596.70831
224.41452	607.98944
225.40984	603.88269
226.40515	612.41315
227.40047	618.69507
228.39578	616.49512
229.3911	609.56226
230.38641	635.92963
231.38173	620.31342
232.37704	605.41516
233.37236	610.23962
234.36768	615.81958
235.36299	615.30725
236.35831	622.93146
237.35362	621.16541
238.34895	596.42395
239.34427	604.55573
240.33958	617.92432
241.3349	616.16003
242.33022	610.15143
243.32553	599.50873
244.32085	595.22351
245.31616	592.05585
246.31148	588.90253
247.30679	591.59796
248.30211	615.79565
249.29742	606.00031
