100	1039.5262
100.99532	1021.2444
101.99063	1038.8849
102.98595	1039.7164
103.98126	1052.9314
104.97658	1064.1509
105.97189	1021.2323
106.96722	1021.5152
107.96253	1012.668
108.95785	1009.6272
109.95316	1029.2107
110.94848	1044.7017
111.94379	1011.7364
112.93911	1007.5989
113.93443	1025.954
114.92974	1004.6298
115.92506	1047.1261
116.92037	1040.412
117.91569	1020.6102
118.91101	1025.5735
119.90633	1037.1514
120.90164	1016.0283
121.89696	1008.8548
122.89227	1012.6038
123.88759	988.18121
124.8829	987.45795
125.87822	996.79156
126.87354	1005.4901
127.86885	1009.3795
128.86417	988.12006
129.85948	987.53589
130.8548	985.22302
131.85011	976.65051
132.84543	966.06342
133.84074	970.80371
134.83606	958.28015
135.83138	949.17572
136.82669	953.15924
137.82202	926.64722
138.81734	954.495
139.81265	948.64832
140.80797	922.6217
141.80328	956.15015
142.7986	940.80731
143.79391	920.05481
144.78923	918.64038
145.78455	935.71356
146.77986	880.82837
147.77518	903.92468
148.77049	915.95123
149.76581	915.26233
150.76112	932.91016
151.75644	911.77246
152.75175	905.9859
153.74707	907.10199
154.74239	909.73663
155.7377	910.28314
156.73302	913.59766
157.72833	915.45905
158.72365	899.79932
159.71896	864.45441
160.71428	901.50824
161.70959	920.6803
162.70493	918.17188
163.70024	904.97113
164.69556	899.57172
165.69087	899.35785
166.68619	891.82275
167.6815	886.78308
168.67682	900.60114
169.67213	891.6709
170.66745	877.19556
171.66277	867.1864
172.65808	875.17725
173.6534	885.03918
174.64871	889.86145
175.64403	890.15002
176.63934	886.65973
177.63466	885.17377
178.62997	871.28821
179.62529	876.84711
180.62061	870.47479
181.61592	869.94464
182.61124	911.85248
183.60655	891.14728
184.60187	898.85608
185.59718	898.47321
186.5925	886.49646
187.58783	892.59149
188.58315	881.72028
189.57846	879.05096
190.57378	873.84204
191.56909	878.8678
192.56441	913.48676
193.55972	882.14856
194.55504	872.29279
195.55035	875.38379
196.54567	866.47357
197.54099	892.03662
198.5363	885.8562
199.53162	888.00494
200.52693	895.15955
201.52225	890.78406
202.51756	913.97687
203.51288	905.62891
204.50819	889.90326
205.50351	877.83582
206.49883	894.06458
207.49414	882.28644
208.48946	884.68793
209.48477	885.14868
210.48009	893.53662
211.4754	899.11365
212.47072	889.37347
213.46605	885.26752
214.46136	890.56696
215.45668	927.95837
216.452	907.1391
217.44731	916.56982
218.44263	924.88019
219.43794	919.00684
220.43326	914.47443
221.42857	929.69446
222.42389	923.60999
223.4192	921.49139
224.41452	935.99628
225.40984	915.21576
226.40515	911.96857
227.40047	914.72845
228.39578	913.49048
229.3911	905.15015
230.38641	909.19196
231.38173	919.07007
232.37704	931.70953
233.37236	933.90479
234.36768	895.48108
235.36299	916.07556
236.35831	903.85309
237.35362	902.50116
238.34895	928.35223
239.34427	920.27936
240.33958	908.09314
241.3349	909.16174
242.33022	914.71637
243.32553	937.71973
244.32085	931.13971
245.31616	924.14709
246.31148	935.58386
247.30679	945.90204
248.30211	905.84583
249.29742	909.64142
250.29274	909.18921
251.28806	906.73627
252.28337	899.11914
253.27869	902.77936
254.274	904.14191
255.26932	905.89252
256.26465	897.33514
257.25995	891.36035
